site_seq,sitecode,site,year,sample_date,sample_id,code,samp_pt_name,lab,lab_id,method,method_name,parameter,concentration,units,lab_qualifier,qualifier,qual_description,rl,mdl,prep_method,dilution_factor,cas_no,conc_ugg,rl_ugg,flag,conc_RL,conc_HALF,conc_ML
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 4 2017,CBMCMC_REP_4_2017_2017_2,REP 4 2017,BATTELLE MARINE SCIENCES LAB,3603-18,E1638M/E200.8M,EPA: MODIFIED - DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996 MODIFIED FOR LOW LEVEL QUANTIFICATION/DETERMINATION OF TRACE ELEMENTS IN WATER AND WASTES BY INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - REVISION 5.4 MODIFIED FOR LOW LEVEL QUANTIFICATION,CADMIUM,1.19,UG/G,NA,NA,NA,0.002,0.002,NOAA1998M,1,7440439,1.19,0.002,FALSE,1.19,1.19,1.19
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 4 2017,CBMCMC_REP_4_2017_2017_2,REP 4 2017,BATTELLE MARINE SCIENCES LAB,3603-18,E1638M/E200.8M,EPA: MODIFIED - DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996 MODIFIED FOR LOW LEVEL QUANTIFICATION/DETERMINATION OF TRACE ELEMENTS IN WATER AND WASTES BY INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - REVISION 5.4 MODIFIED FOR LOW LEVEL QUANTIFICATION,LEAD,2.19,UG/G,NA,NA,NA,0.003,0.003,NOAA1998M,1,7439921,2.19,0.003,FALSE,2.19,2.19,2.19
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SILVER,NA,MG/KG,U,NA,NOT DETECTED ABOVE THE ASSOCIATED QUANTITATION LIMIT,0.81,0.122,NA,1,7440224,NA,0.81,TRUE,0.81,0.405,0.29391760323116445
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ZINC,110,MG/KG,NA,NA,NA,6.48,2.27,NA,1,7440666,110,6.48,FALSE,110,110,110
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SELENIUM,5.86,MG/KG,NA,NA,NA,1.05,0.32,NA,1,7782492,5.86,1.05,FALSE,5.86,5.86,5.86
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CADMIUM,1.78,MG/KG,NA,NA,NA,0.072,0.022,NA,1,7440439,1.78,0.072,FALSE,1.78,1.78,1.78
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CHROMIUM,1.57,MG/KG,NA,NA,NA,1.09,0.36,NA,1,7440473,1.57,1.09,FALSE,1.57,1.57,1.57
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,COPPER,8.34,MG/KG,NA,NA,NA,1.16,0.29,NA,1,7440508,8.34,1.16,FALSE,8.34,8.34,8.34
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ARSENIC,13.1,MG/KG,NA,NA,NA,1.16,0.29,NA,1,7440382,13.1,1.16,FALSE,13.1,13.1,13.1
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1631,"EPA: MERCURY IN WATER BY OXIDATION, PURGE AND TRAP, AND COLD VAPOR ATOMIC FLUORESCENCE SPECTROMETRY - JANUARY 1996",MERCURY,252,UG/KG,NA,NA,NA,8.27,3.31,NA,83,7439976,0.252,0.00827,FALSE,0.252,0.252,0.252
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,NICKEL,1.37,MG/KG,B,NA,COMPOUND IS FOUND IN THE ASSOCIATED METHOD BLANK (ORGANIC) OR THE REPORTED VALUE WAS LESS THAN THE REPORTING LIMIT BUT GREATER THAN OR EQUAL TO THE IDL. (INORGANIC),1.45,0.36,NA,1,7440020,1.37,1.45,FALSE,1.37,1.37,1.37
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ALUMINUM,202,MG/KG,NA,NA,NA,5.8,1.45,NA,1,7429905,202,5.8,FALSE,202,202,202
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,LEAD,4.08,MG/KG,NA,NA,NA,0.29,0.029,NA,1,7439921,4.08,0.29,FALSE,4.08,4.08,4.08
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 1,CBPRMT_REP_1_2008_2,REP 1,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-61,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,IRON,539,MG/KG,NA,NA,NA,36.2,13,NA,1,7439896,539,36.2,FALSE,539,539,539
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1631,"EPA: MERCURY IN WATER BY OXIDATION, PURGE AND TRAP, AND COLD VAPOR ATOMIC FLUORESCENCE SPECTROMETRY - JANUARY 1996",MERCURY,282,UG/KG,NA,NA,NA,7.4,2.96,NA,74,7439976,0.28200000000000003,0.0074,FALSE,0.28200000000000003,0.28200000000000003,0.28200000000000003
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,NICKEL,1.42,MG/KG,NA,NA,NA,1.41,0.35,NA,1,7440020,1.42,1.41,FALSE,1.42,1.42,1.42
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,LEAD,4.51,MG/KG,NA,NA,NA,0.283,0.028,NA,1,7439921,4.51,0.283,FALSE,4.51,4.51,4.51
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,IRON,592,MG/KG,NA,NA,NA,35.4,12.7,NA,1,7439896,592,35.4,FALSE,592,592,592
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ALUMINUM,183,MG/KG,NA,NA,NA,5.66,1.41,NA,1,7429905,183,5.66,FALSE,183,183,183
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ARSENIC,13.7,MG/KG,NA,NA,NA,1.13,0.28,NA,1,7440382,13.7,1.13,FALSE,13.7,13.7,13.7
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CADMIUM,1.89,MG/KG,NA,NA,NA,0.071,0.021,NA,1,7440439,1.89,0.071,FALSE,1.89,1.89,1.89
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CHROMIUM,1.52,MG/KG,NA,NA,NA,1.06,0.35,NA,1,7440473,1.52,1.06,FALSE,1.52,1.52,1.52
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,COPPER,8.01,MG/KG,NA,NA,NA,1.13,0.28,NA,1,7440508,8.01,1.13,FALSE,8.01,8.01,8.01
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SELENIUM,4.77,MG/KG,NA,NA,NA,0.83,0.26,NA,1,7782492,4.77,0.83,FALSE,4.77,4.77,4.77
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ZINC,90.1,MG/KG,NA,NA,NA,5.11,1.79,NA,1,7440666,90.1,5.11,FALSE,90.1,90.1,90.1
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 2,CBPRMT_REP_2_2008_2,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-62RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SILVER,NA,MG/KG,U,NA,NOT DETECTED ABOVE THE ASSOCIATED QUANTITATION LIMIT,0.639,0.096,NA,1,7440224,NA,0.639,TRUE,0.639,0.3195,0.23862318050597406
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ZINC,96.7,MG/KG,NA,NA,NA,5.5,1.93,NA,1,7440666,96.7,5.5,FALSE,96.7,96.7,96.7
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SILVER,NA,MG/KG,U,NA,NOT DETECTED ABOVE THE ASSOCIATED QUANTITATION LIMIT,0.688,0.103,NA,1,7440224,NA,0.688,TRUE,0.688,0.344,0.2585781003103759
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,SELENIUM,5.18,MG/KG,NA,NA,NA,0.89,0.28,NA,1,7782492,5.18,0.89,FALSE,5.18,5.18,5.18
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1631,"EPA: MERCURY IN WATER BY OXIDATION, PURGE AND TRAP, AND COLD VAPOR ATOMIC FLUORESCENCE SPECTROMETRY - JANUARY 1996",MERCURY,305,UG/KG,NA,NA,NA,8.44,3.38,NA,85,7439976,0.305,0.00844,FALSE,0.305,0.305,0.305
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ALUMINUM,213,MG/KG,NA,NA,NA,5.97,1.49,NA,1,7429905,213,5.97,FALSE,213,213,213
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,IRON,653,MG/KG,NA,NA,NA,37.3,13.4,NA,1,7439896,653,37.3,FALSE,653,653,653
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ARSENIC,13.9,MG/KG,NA,NA,NA,1.19,0.3,NA,1,7440382,13.9,1.19,FALSE,13.9,13.9,13.9
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,NICKEL,1.58,MG/KG,NA,NA,NA,1.49,0.37,NA,1,7440020,1.58,1.49,FALSE,1.58,1.58,1.58
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,LEAD,5.23,MG/KG,NA,NA,NA,0.298,0.03,NA,1,7439921,5.23,0.298,FALSE,5.23,5.23,5.23
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CHROMIUM,2.18,MG/KG,NA,NA,NA,1.12,0.37,NA,1,7440473,2.18,1.12,FALSE,2.18,2.18,2.18
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,COPPER,8.61,MG/KG,NA,NA,NA,1.19,0.3,NA,1,7440508,8.61,1.19,FALSE,8.61,8.61,8.61
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 3,CBPRMT_REP_3_2008_2,REP 3,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-63,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CADMIUM,2.14,MG/KG,NA,NA,NA,0.075,0.022,NA,1,7440439,2.14,0.075,FALSE,2.14,2.14,2.14
76071,CBHRHR,HARASEEKET RIVER,2007,2007-10-18,CBHRHR REP 2,CBHRHR_REP_2_2007_1,REP 2,"BROOKS APPLIED LABS - SEATTLE, WA",0806020-46,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ARSENIC,7.06713780918728,MG/KG,NA,NA,NA,1.76678445229682,0.647820965842167,NA,1,7440382,7.06713780918728,1.76678445229682,FALSE,7.06713780918728,7.06713780918728,7.06713780918728
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1631,"EPA: MERCURY IN WATER BY OXIDATION, PURGE AND TRAP, AND COLD VAPOR ATOMIC FLUORESCENCE SPECTROMETRY - JANUARY 1996",MERCURY,282,UG/KG,NA,NA,NA,8.05,3.22,NA,81,7439976,0.28200000000000003,0.008050000000000002,FALSE,0.28200000000000003,0.28200000000000003,0.28200000000000003
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CADMIUM,1.85,MG/KG,NA,NA,NA,0.072,0.022,NA,1,7440439,1.85,0.072,FALSE,1.85,1.85,1.85
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,LEAD,4.02,MG/KG,NA,NA,NA,0.29,0.029,NA,1,7439921,4.02,0.29,FALSE,4.02,4.02,4.02
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,NICKEL,0.97,MG/KG,B,NA,COMPOUND IS FOUND IN THE ASSOCIATED METHOD BLANK (ORGANIC) OR THE REPORTED VALUE WAS LESS THAN THE REPORTING LIMIT BUT GREATER THAN OR EQUAL TO THE IDL. (INORGANIC),1.45,0.36,NA,1,7440020,0.97,1.45,FALSE,0.97,0.97,0.97
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,CHROMIUM,1.56,MG/KG,NA,NA,NA,1.09,0.36,NA,1,7440473,1.56,1.09,FALSE,1.56,1.56,1.56
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ARSENIC,13.5,MG/KG,NA,NA,NA,1.16,0.29,NA,1,7440382,13.5,1.16,FALSE,13.5,13.5,13.5
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ALUMINUM,200,MG/KG,NA,NA,NA,5.8,1.45,NA,1,7429905,200,5.8,FALSE,200,200,200
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,COPPER,8.41,MG/KG,NA,NA,NA,1.16,0.29,NA,1,7440508,8.41,1.16,FALSE,8.41,8.41,8.41
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,IRON,577,MG/KG,NA,NA,NA,36.2,13,NA,1,7439896,577,36.2,FALSE,577,577,577
77495,CBPRMT,PRESUMPSCOT RIVER (MOUTH),2008,2008-11-18,CBPRMT REP 4,CBPRMT_REP_4_2008_2,REP 4,"BROOKS APPLIED LABS - SEATTLE, WA",0850037-64RE1,E1638,EPA: DETERMINATION OF TRACE ELEMENTS IN AMBIENT WATERS BY INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY EPA/821/R-96-005 -JANUARY 1996,ZINC,87,MG/KG,NA,NA,NA,5.91,2.07,NA,1,7440666,87,5.91,FALSE,87,87,87
